Cargo	IdCargo	IdTipo	IdTipo2	CargoOK
SMS Salientes en Alemania	Variables	Internacional	Roaming SMS	SMS Salientes en Alemania
SMS Salientes en Brasil	Variables	Internacional	Roaming SMS	SMS Salientes en Brasil
SMS Salientes en CanadÃ¡	Variables	Internacional	Roaming SMS	SMS Salientes en Canada
SMS Salientes en Colombia	Variables	Internacional	Roaming SMS	SMS Salientes en Colombia
SMS Salientes en Costa Rica	Variables	Internacional	Roaming SMS	SMS Salientes en Costa Rica
SMS Salientes en Ecuador	Variables	Internacional	Roaming SMS	SMS Salientes en Ecuador
SMS Salientes en Egipto	Variables	Internacional	Roaming SMS	SMS Salientes en Egipto
SMS Salientes en Espa±a	Variables	Internacional	Roaming SMS	SMS Salientes en España
SMS Salientes en España	Variables	Internacional	Roaming SMS	SMS Salientes en España
SMS Salientes en EspaÃ±a	Variables	Internacional	Roaming SMS	SMS Salientes en España
SMS Salientes en Estados Unidos	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (10 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (52 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (34 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (5 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (1 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (2 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Estados Unidos (3 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Guatemala (2 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Guatemala (5 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Estados Unidos
SMS Salientes en Francia	Variables	Internacional	Roaming SMS	SMS Salientes en Francia
SMS Salientes en Gran BretaÃ±a	Variables	Internacional	Roaming SMS	SMS Salientes en Gran Bretaña
SMS Salientes en Grecia	Variables	Internacional	Roaming SMS	SMS Salientes en Grecia
SMS Salientes en Guatemala	Variables	Internacional	Roaming SMS	SMS Salientes en Guatemala
SMS Salientes en Honduras	Variables	Internacional	Roaming SMS	SMS Salientes en Honduras
SMS Salientes en Honduras (1 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Honduras
SMS Salientes en Israel	Variables	Internacional	Roaming SMS	SMS Salientes en Israel
SMS Salientes en Marruecos	Variables	Internacional	Roaming SMS	SMS Salientes en Marruecos
SMS Salientes en MÃ©xico	Variables	Internacional	Roaming SMS	SMS Salientes en Mexico
SMS Salientes en México	Variables	Internacional	Roaming SMS	SMS Salientes en México
SMS Salientes en Nicaragua	Variables	Internacional	Roaming SMS	SMS Salientes en Nicaragua
SMS Salientes en Noruega	Variables	Internacional	Roaming SMS	SMS Salientes en Noruega
SMS Salientes en Panama (1 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Panama
SMS Salientes en Panama	Variables	Internacional	Roaming SMS	SMS Salientes en Panama
SMS Salientes en Panama (2 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Panama
SMS Salientes en Portugal (1 Mensajes)	Variables	Internacional	Roaming SMS	SMS Salientes en Portugal
SMS Salientes en Puerto Rico	Variables	Internacional	Roaming SMS	SMS Salientes en Puerto Rico
SMS Salientes en RepÃºblica Dominicana	Variables	Internacional	Roaming SMS	SMS Salientes en Republica Dominicana
SMS Salientes en Republica Dominicana	Variables	Internacional	Roaming SMS	SMS Salientes en Republica Dominicana
SMS Salientes en República Dominicana	Variables	Internacional	Roaming SMS	SMS Salientes en República Dominicana
SMS Salientes en Taiwan	Variables	Internacional	Roaming SMS	SMS Salientes en Taiwan
SMS Salientes en Turquia	Variables	Internacional	Roaming SMS	SMS Salientes en Turquia
SMS Servicio Pines del 225883	Variables	Servicios	Otros	SMS Servicio Pines del 225883
SMS Servicio Pines del 229225	Variables	Servicios	Otros	SMS Servicio Pines del 229225
Suscripcion Texto del 752887	Variables	Servicios	Otros	SMS Servicio Pines del 229225
SMS SERVICIOS VARIOS 3RO.	Variables	Servicios	Otros	SMS SERVICIOS VARIOS 3RO.
SMS Showmatch al 44644	Variables	Servicios	Otros	SMS Showmatch al 44644
SMS TELECOM  Red Fija	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM - Red Fija (2 Mensajes)	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM - Red Fija	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM - Red Fija (4 Mensajes)	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM - Red Fija (1 Mensajes)	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS TELECOM - Red Fija (3 Mensajes)	Variables	Servicios	SMS Excedentes	SMS TELECOM  Red Fija
SMS Telefonica (4 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (6 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (10 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (58 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (8 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (1 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (2 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (3 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (39 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telefonica (7 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telefonica
SMS Telemovil (1 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (11 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (2 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (3 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (4 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (40 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (51 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (6 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil (14 Mensajes)	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Telemovil	Variables	Servicios	SMS Excedentes	SMS Telemovil
SMS Trivia al 11211	Variables	Servicios	Otros	SMS Trivia al 11211
SMS Trivia al 11811	Variables	Servicios	Otros	SMS Trivia al 11811
SMS Trivia al 1515	Variables	Servicios	Otros	SMS Trivia al 1515
SMS Trivia al 1919	Variables	Servicios	Otros	SMS Trivia al 1919
SMS Trivia al 66266	Variables	Servicios	Otros	SMS Trivia al 66266
SMS Trivia al 70705	Variables	Servicios	Otros	SMS Trivia al 70705
SMS Trivia al 7799	Variables	Servicios	Otros	SMS Trivia al 7799
SMS Trivia al 8899	Variables	Servicios	Otros	SMS Trivia al 8899
SMS Trivia Intertron al 70703	Variables	Servicios	Otros	SMS Trivia Intertron al 70703
SMS Twitter al 89338	Variables	Servicios	Otros	SMS Twitter al 89338
SMS VF World	Variables	Servicios	SMS Excedentes	SMS VF World
Consumo Min SMS VF World	Variables	Servicios	SMS Excedentes	SMS VF World
Consumo Min SMS Vodafone	Variables	Servicios	SMS Excedentes	SMS Vodafone
SMS Vodafone	Variables	Servicios	SMS Excedentes	SMS Vodafone
SMS-Capacidad:99	Variables	Servicios	SMS Incluidos	SMS-Capacidad-99
SMS-Capacidad:9999	Variables	Servicios	SMS Incluidos	SMS-Capacidad-9999
SMS-Capacidad:45000	Fijos	Varios	Nacional SMS	SMS-Capacidad:45000
SMS-Ilimitado	Variables	Servicios	SMS Incluidos	SMS-Ilimitado
SMS.INCLUIDOS CONTRATOS	Variables	Servicios	SMS Incluidos	SMS.INCLUIDOS CONTRATOS
SMS1049 RAD.METROPOLIS 3R	Variables	Servicios	Otros	SMS1049 RAD.METROPOLIS 3R
SMS59890001103 MONEDA 3RO	Variables	Servicios	Otros	SMS59890001103 MONEDA 3RO
SMS59890001104 FINAN. 3RO	Variables	Servicios	Otros	SMS59890001104 FINAN. 3RO
SMS9310 INOLVIDABLE FM 3R	Variables	Servicios	Otros	SMS9310 INOLVIDABLE FM 3R
Snapchat MB-Capacidad:0	Variables	Datos	Datos Incluidos	Snapchat MB
Consumos Adicionales Nacionales-Snapchat MB	Variables	Datos	Datos Excedentes	Snapchat MB
Snohomish Cnty 911 Surchg	Impuestos	Varios	Otros	Snohomish County 911 Surcharge
Snohomish Cnty Sales Tax-Telec	Impuestos	Varios	Otros	Snohomish County Sales Tax-Telecommunications
Sobra de franquia anterior	Variables	Varios	Otros	Sobra de franquia anterior - Crédito de Meses Anteriores
Sobra de franquia anterior - Crédito de Meses Anteriores	Variables	Varios	Otros	Sobra de franquia anterior - Crédito de Meses Anteriores
Sobra de franquia n¿o utilizada (expirada)	Variables	Varios	Otros	Sobra de franquia nao utilizada (expirada)
Sobra de franquia não utilizada (expirada)	Variables	Varios	Otros	Sobra de franquia não utilizada (expirada)
Sobra de franquia não utilizada (expirada) - Sobra de franquia não uti	Variables	Varios	Otros	Sobra de franquia não utilizada (expirada)
Sobra de franquia não utilizada (expirada) - Sobra de franquia não utilizada (expirada)	Variables	Varios	Otros	Sobra de franquia não utilizada (expirada)
Sobra de franquia para uso posterior - Crédito para Mês Seguinte	Variables	Varios	Otros	Sobra de franquia para uso posterior - Crédito para Mês Seguinte
Sobra de franquia para uso posterior	Variables	Varios	Otros	Sobra de franquia para uso posterior - Crédito para Mês Seguinte
20191123_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191123_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191123_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191124_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191124_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191124_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191201_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191202_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191203_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191204_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191205_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191206_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191207_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191208_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191209_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191209_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191210_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191210_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191211_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191211_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191212_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191212_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191213_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191213_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191214_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191214_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191215_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191215_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191216_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191216_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191217_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191217_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191218_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191218_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191218_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191219_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191219_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191219_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191220_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191220_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191220_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191221_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191221_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191221_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191222_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191222_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191222_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191223_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191223_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191223_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191224_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191224_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191224_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191225_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191225_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191225_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191226_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191226_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191226_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191227_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191227_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191227_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191228_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191228_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191228_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191229_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191229_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191229_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191230_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191230_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191230_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191231_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191231_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20191231_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200101_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200101_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200101_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200102_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200102_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200102_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200103_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200103_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200103_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200104_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200104_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200104_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200105_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200105_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200105_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200106_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200106_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200106_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200107_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200107_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200107_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200108_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200108_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200108_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200109_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200109_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200109_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200110_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200110_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200110_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200111_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200111_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200111_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200112_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200112_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200113_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200113_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200114_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200114_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200114_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200115_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200115_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200115_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200116_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200116_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200117_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200118_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200119_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200119_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200120_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200120_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200121_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20200122_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
Sobre renta Comunidad	Variables	Internacional	Roaming Datos	Sobre renta Comunidad
20190711_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190611_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190611_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190609_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190608_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190607_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190607_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190605_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190604_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190601_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190601_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190531_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190531_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190524_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190523_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190523_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190521_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190520_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190520_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190519_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190518_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190517_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190516_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190516_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190515_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190513_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190513_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190512_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190512_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190511_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190511_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190510_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190509_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190509_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190508_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190508_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190723_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190718_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190717_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190716_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190715_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190714_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190713_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190713_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190712_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190712_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190703_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190702_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190626_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190915_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190915_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190914_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190914_Sobre renta Comunidad 21	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190906_Sobre renta Comunidad 81	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
20190905_Sobre renta Comunidad 22	Variables	Internacional	Roaming Datos	Sobre Renta Comunidad
